job_name,task_name,inst_name,worker_name,inst_id,status,start_time,end_time,machine
54670e2998350a9f0e4868d5,worker,b4e0513383852e47681248df425fa5e33f630ef8c6c06e3d09ec37a50ad6,f8248ae81d10f76a84b90211b3df3a731333fbcf2c1ff8021b9bfbf13198,68889727c2257f702108d185e5eed342a39807a2893d4bac00987159d00c,Terminated,3272995,3273064,165261853e188ca69c4fbcdf
54670e2998350a9f0e4868d5,worker,3e81bf3d8742baa393cfc1f7e2d10b9b37a290c6872b9c54c93942058c40,a1bb538017e3e6552ec43bcfc390ca4ac3bb15f1facfb2ab707d2438745a,68889727c2257f702108d185e5eed342a39807a2893d4bac00987159d00c,Terminated,3272995,3273053,f1f4f45a9474a2fd362d76fe
54670e2998350a9f0e4868d5,worker,573576b4834d24cd1e947c5c5fd17b71183ddb7e671102253ab548def72d,392627855ecd76bf8703fc212d5d5996d62da6e8f95574988bba4be8b382,68889727c2257f702108d185e5eed342a39807a2893d4bac00987159d00c,Terminated,3272995,3273062,f1f4f45a9474a2fd362d76fe
595930d27bb03918fc2f8f0a,tensorflow,5c8554e250a1409adb610997e1f4c8d32b5e767f481af5225500d2e36861,ceb7825225d03490e23b6cf1543645ea820b5a966bfacba96f1f754520ed,f02ca6a9039f8e9c91e9e84b9f7852b45a58274856ca9212ace12e0ae22c,Failed,3293503,,dbe0f6d49c1895d6193f45a9
7bc1844a60555af78fd7a5aa,tensorflow,ddac54a87aef257787040a4b857795daa93a4a1387e5262b0df7d242c06c,c26506484699c29498f3aacc046e6a0d66a5ae41db69fac6270c579042d0,9bc084538c7ab6af9599021c214df7c4c4152aa36cf6935f43fcbcfef4b7,Failed,3268561,,72589c833bbdadca0cf899e7
0c8403393a2fb1011171c4f1,tensorflow,607ce592e62168913282b87138a882f21a2b4ab3cc6069a4d1add6a4bbfb,d6c7f7cb8fe80a8e89be1d4c24f47a11b80db83e789e47bc693852cda16c,2dc3dc3d4fef8167438df5cfaa4c8458e1fb884063ea5561a58f7528c158,Failed,3289955,,a59d8e0c2812f0d866cd1c5a
53a9102ba45b0e2a2bb3cbaf,tensorflow,67d2cea9761fbf15171e73169f3b5587d5bab8fe26de03929d0b4ae51c84,088b27f52742838bced65318db28389a7a88e900375e68203ff2d82fddc3,0d75623c79baee8552a8dc9d9a60c5ef7b26841bca0d4e0aff6e3068d625,Failed,3300692,,40abf2418246bccc580433bd
f99bd026ec5d1a9501900bf9,tensorflow,61055360b1bf708e5338dada55a754ed1644cbf55f841abde3e094842c19,b4ba302588f74e3d80a90ae3fe7762066d4427caa5393d974d7704cdfd37,d3f4e666a1c3cf729c218b2ba0944091fc79cd2dd2f2c3479cb5776d2da9,Terminated,3326356,3326369,f58182b80bd3f3f4e030790a
4badd5c0b3ffa00fdd4e6f4d,ps,dbe44559ae2e05383e964d52d13098b3ca9825ae05abf861f3939d94ae92,5d7566f241a2e67a37b1ed2269c40ed150094dac3b84e9940ba2c5c3664a,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273569,3274832,f6b308ec28f950a8026560ce
4badd5c0b3ffa00fdd4e6f4d,worker,7208713af7318e204e10c6324becfa17f2148aeb12826fbf825ba04b310c,6fb2c0800c26d2a4e5d45d66272a8bca7bb82ec02b638e5754239a2f3444,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273581,3274705,8577526eaec8e76ce72c3ce8
4badd5c0b3ffa00fdd4e6f4d,worker,a0d61b7494cf267d74d749a19e2be014cb830ed79e697d15075858411f28,da9cc2e92d9baac372842f1854146c5dc40169276aae79497442bad2706e,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274712,569988eb0d299fbe05a23280
4badd5c0b3ffa00fdd4e6f4d,worker,bccae987f5e75fa6c540c92bf4e9558d625a50b376f7a6de8a04b5507e98,6e59195ea670d32525fc2f7df666f5516f3c3b11449339bac84b0bebed24,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274763,f5acde2d0e76f4a2d4d9863a
4badd5c0b3ffa00fdd4e6f4d,worker,4a3de84a5d8666c085e1e0b8004d1f2e5164b84e82da7b3ed02dcd2be3c1,5e1ff086c911ab28167a4fe22a2e7f624b7f6daafbcaf8b1c95874a80a68,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273584,3274719,22747f3d8cc0aba522e4961d
4badd5c0b3ffa00fdd4e6f4d,worker,8fcf060a69db875ed434fc9fcc829f212068b7fd3dc4c558cd43d75033a4,dc6f73053b979a2c786b9dc432023899f15ca29a544fcdf937efb3bc96fe,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274703,b91560c8f2a13dafa587f4d5
4badd5c0b3ffa00fdd4e6f4d,worker,a1c3a4ccb17f0ad9b563226510fa4214d0e53a73da53810d5160cc33849c,fd21655f4aea4e7c3639df7c6969d97cd458d53abeeea70ba36838ea6415,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274710,5f0040ef41025e8d1c0f2095
4badd5c0b3ffa00fdd4e6f4d,worker,ba9584c0f7550bde8e9646fa7549285fd076baa835ee553aa830e1d3441f,3fe4d2229cd49c776eeb28f6c2df828d33a973e8f4ce7da7fe2876b6cb15,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274761,7bcdc7cc90f3b38e6dbb7c95
4badd5c0b3ffa00fdd4e6f4d,worker,f3ad40c7ecf6c1ea24c67716bf5c08bf4f5a3fe17ac688895a00ca4473d8,24749e908dc3239e53d2d88d028d12803f10fdacad9c1510ea2b49e3bf52,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274705,e536caeccf0bea095bdfc4a5
4badd5c0b3ffa00fdd4e6f4d,worker,0dd5c2ace90fb1fc3b50212da509dc0a2a6449b4eae1c012f66d5060bc31,ce5555213aa453e0a1a9f442e8cd151368be3950f51e431dfac3f0240e52,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274722,d472bda297c5ad026dbb5fde
4badd5c0b3ffa00fdd4e6f4d,worker,8e078ed3a1c1c2869cb8f2a586556b8afe94243e74cd4df8640a0b50009a,8a8a0229b11c9038a75affbc6741e996f93f5e18b1a9dbb47e22860c5e88,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274748,59f9fc326cd7ee1bb0f88e6e
4badd5c0b3ffa00fdd4e6f4d,worker,c92d154d4e896b6f91fd81d8536365012cb310d92081f373602dea9e1032,97d77afee9a97e3222dd8079f54b89df2778cdbd979aa4f90183d4942ebb,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274706,a0ca7fa3c49214d2e1e71d5a
4badd5c0b3ffa00fdd4e6f4d,worker,2f9758045db8d014beb291eafaf9f3b0da9d39a57b45c6a14ec50662ec13,32cf28641a5a7bff88ca686b268484d16b5df8fab0b5781a6944379f7941,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274702,be165aa2f48caf980c6180fb
4badd5c0b3ffa00fdd4e6f4d,worker,cffefb68e7545ad43cf1ddeb07052df3bbd57cd9b7217b006f5f930c0cd2,5bcc54df3bfaa46e2abb3cc61abb29f411dccde665663c8c5f515df77660,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274708,e5283117634b756633d5c856
4badd5c0b3ffa00fdd4e6f4d,worker,4b0572af788e5975fe39b059c2c77c2688ee07aad0d6ff2b49c5360131b2,cfd51f886415ab8a580cc56dc008f43aec7dcbc0d4eb1f98320e74bd3ea7,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273581,3274686,3556391400907a2fc69eba05
4badd5c0b3ffa00fdd4e6f4d,worker,f8718cb009f02f82c7dad30439d61b54a4e662dbee750ed1d2a8efb39b2c,148721c3bf7f9e84b631628f54c6361fc74ae43cbfcb01bc75e2b7809243,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274702,52b4ab82cd83f845925db2ba
4badd5c0b3ffa00fdd4e6f4d,worker,604afbfffee92b1a0e7308366243a7030bee19d237550cc54658d4f7ae4b,c423230be60c0ca944bb5e893a490ae65111f6ea18a3a37f37feab2159ca,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274725,e7388ca55595d5a25c883c53
4badd5c0b3ffa00fdd4e6f4d,worker,7285af0de61a432138ef87828f16101cd275e9f638f15199ff2c024dc65a,1c644e0912a4478d4d45a7a0c024181bdaa1959351fcfd8ff4a594ca5a80,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274697,025114d11ad1d01b1ad8d6ea
4badd5c0b3ffa00fdd4e6f4d,worker,c97a2d4e5df73418db944831df1070f783afe59ebc6c92d8495f771bd88d,877bc691e1806de6d1cd5b9f74ceb9674425a1e5e0cca44ac02f80ec13c1,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274700,08dc070dba72de8ea324d127
4badd5c0b3ffa00fdd4e6f4d,worker,9ce33982e8a4e452dbf438222f41d1f70108ba42f347616c08346f63576c,6d66423f453d42cdaba04cb28e88cd568213f0468f514d30f8c6c5db8b18,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274731,49e471fe15af9bf3e9f6b044
4badd5c0b3ffa00fdd4e6f4d,worker,ecfa15fb12460e26ffdc3636cf716f24fa13a0948f083d1d9e0efdec406b,bd068131c0fc0ef22bbbf736204fe9069aed5b8534c1828143ee927b7836,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274694,2a8567b74e3fec852d71937a
4badd5c0b3ffa00fdd4e6f4d,worker,562bc30ebb98995aabe42e296744646d0225675d3215b290c98daf537717,8164db8dd3b3c1c0a1a58233952f918c5d26b9c1148000ac7801f21c0f24,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274731,c011b1876a747a2b3943cc28
4badd5c0b3ffa00fdd4e6f4d,worker,761d53f5f89349a30ac661a742d088aeacbff99f4a94fb867ab5c6247f56,8bc260d4999752afe5e36c361829308e838b04153d284059e7792bc7c3e3,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274705,187957083a409ba9616f1b9f
4badd5c0b3ffa00fdd4e6f4d,worker,16052ce60b995808d3643d953eacec94cb8dbef833e84bb103e5de4510df,08dda0f9be64509d5f39e5ee1bada671bf8d65e377d7aef13505fa280361,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273584,3274715,805eb4faef2b7608c5a95950
4badd5c0b3ffa00fdd4e6f4d,worker,7c7054985c890feca4a4cb0b13b87bde0cfe3611fc877c99690d9ddc72ed,8853956c66c98418269c698edd2e33fea7651596d91326939f187a8fa7e5,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274708,2a80f79a43f396db96c97841
4badd5c0b3ffa00fdd4e6f4d,worker,277fde38d23d2efc27a087cf3db4dd544d96ad6a4f8aecd2524aad3ba6cc,9dfbcc63cfdd2c8592738182f4b5ecf32c72e7f64f1435920b06de7bd2b3,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274732,f0f2315aa9dfb8d05070ceb9
4badd5c0b3ffa00fdd4e6f4d,worker,6d2de27a32a25f449531a2333044e77064e8f85e5f781aa279396302967f,5d9e5ce8fa9ab7edb82743bf3fddf4e80ced28415ee3165bb9ae6c850b21,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274710,569988eb0d299fbe05a23280
4badd5c0b3ffa00fdd4e6f4d,worker,2a18da984455c56228895ee02429a724d1c3d9437ed9135cfa31307ca91d,5b4e6720626d0a7eb92ade99051adaf1513873507e2aeee191810fc55be1,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274735,f5acde2d0e76f4a2d4d9863a
4badd5c0b3ffa00fdd4e6f4d,worker,4bd8b73bd38b6a3e8f017a0fad6205bd6fa6e0dfc74a1b13e34d4d9b7da5,aee0659550929a4ae4d5ff337e250ea856c0f4053672f51f3d7235c7885f,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Failed,,,13a4efc26b21f0789828024e
4badd5c0b3ffa00fdd4e6f4d,worker,4bd8b73bd38b6a3e8f017a0fad6205bd6fa6e0dfc74a1b13e34d4d9b7da5,90b5cd728095fd4749784f4cbee5f392f77f215b4c12c277e279795227c2,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3274504,3274760,271c2ee0cb93045abf23973d
4badd5c0b3ffa00fdd4e6f4d,worker,8b99c2a102ec1c0cd026052006183b8a827d835762aa33d0a9862b8f65e4,3ba7f765ee150d7157ada3caec8b267571f35d2bc9d989d08d5b6f82d830,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274684,b91560c8f2a13dafa587f4d5
4badd5c0b3ffa00fdd4e6f4d,worker,319c7a209ada424191ecc3caa29a8e9e1d1b02e2c4848a29a607cae570a9,365a94af39286eb2d3235d224298091d3392d27f2a0bd1e655208839c8b0,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274681,5f0040ef41025e8d1c0f2095
4badd5c0b3ffa00fdd4e6f4d,worker,7ab616390b5e350516dad40c514740235448ec60cf0924643a3eec9e7e99,58548a7155471730ea0ffa43a1963e3a3a90b24c9ae98a4108c59ff8438d,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274695,49e50b22b86a209c84b3e021
4badd5c0b3ffa00fdd4e6f4d,worker,ee6ded21d31255ee665e5da977732a6c7f52a0587ec9c0d59f8057ed753d,a03aeec484ed70b4545df17015bc863dff663fcaf6a3f372d55f0d2c645d,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274708,8577526eaec8e76ce72c3ce8
4badd5c0b3ffa00fdd4e6f4d,worker,10c187f54af11b1aa1fb197f9d06cadb5f55051506ef7862271dd9eaf8d6,ceda033549df5f335068237a34e4267be73a859714b9a8b85711e1a9d2c6,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274752,7bcdc7cc90f3b38e6dbb7c95
4badd5c0b3ffa00fdd4e6f4d,worker,6b7950e104cd8074a652ab33f82e58ba41e472d430a452fee7e60c471e76,5d2426dac7dabe0aa6a66596587ccef0faf5d3a774e515fccffc3414bf38,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274706,a0ca7fa3c49214d2e1e71d5a
4badd5c0b3ffa00fdd4e6f4d,worker,fa4f03fde0c98e63a9cc4aac3168e3ae9cb1aeb6553290614ee6cc61541d,57edd9e989dbdea719533869fb9b808b3b69d3d70606bd700d4f9271d373,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274734,9c6e47dac417be5200a52e1a
4badd5c0b3ffa00fdd4e6f4d,worker,ceac37e64c385860324bf06aaaa4e7a9eaffc7c23b54486f0796b8c592a7,ebff8469050e4bd2b801361f1d33801f505d087ff37674dcc5b2f82a4fbd,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274707,b2db40c72f1babe77b43b0df
4badd5c0b3ffa00fdd4e6f4d,worker,913c5a79c89fe473084fec7192831312898f3c511303c5744909b2d3b29e,2ba28c6259b92ef019acd98089cdbf2f5310a978756415753ec136d69bcf,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274718,59f9fc326cd7ee1bb0f88e6e
4badd5c0b3ffa00fdd4e6f4d,worker,bcb3a5817c967f51ffbc6a40d802cff40252dd47d56b7e77c6d13d100fe4,33c82f18c52de859c69a5f379fe6e78ee0dea581852167cb813749d5a5dc,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274703,be165aa2f48caf980c6180fb
4badd5c0b3ffa00fdd4e6f4d,worker,9f6b28774f71fa6de5877da3edba1e537032cfd43fcaabae987d72ea2952,7fd9d0898708382233dc72fb965377f19c97fd4397750c0a92a5ea4648e7,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274707,374dd3ed6d62d52b59b3fa83
4badd5c0b3ffa00fdd4e6f4d,worker,cb87093cac689c4c2ed2515c2d50a415e7490650f8e700fa26e1c3a2b970,bcffb83253926bac6b0d5e8e6ee38921dab76ded44c412c237b2a607d840,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274756,2a946de277b87123153f202d
4badd5c0b3ffa00fdd4e6f4d,worker,4e31e059649384d5ebcdd22a0ee63d315c5cd5ad7c6ebfa9fd2a29987b6c,545ae6306755a32c96f7a682bf4d310ef42bd4f67148231ecd334e29b051,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274710,e30ad1196627b3f660d5e13c
4badd5c0b3ffa00fdd4e6f4d,worker,b2c9d6d198fb77c3c4342259970f1119eb28d5618fd480f3b8cde7f461dd,6bef5ec8e2a20b08311fa171a294e673893d016efca7c652ce47c4a97b25,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274709,025114d11ad1d01b1ad8d6ea
4badd5c0b3ffa00fdd4e6f4d,worker,47957d0e72ca48c1b1b03a321bf1f42196bf628e1a0805a0192185c0a69c,694fc2d541e0c306b76a2f29bbade1e598eb41896f1e3d7c3d6f89920401,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274771,c011b1876a747a2b3943cc28
4badd5c0b3ffa00fdd4e6f4d,worker,fa4f858750ffa9f51d34cd6484c5b72c107d75a5911d66d80ff3a90db6a5,5499448eb9c1e897c6c716508dee556eea7921b291ad19cbce06eb9cc77e,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274731,2a8567b74e3fec852d71937a
4badd5c0b3ffa00fdd4e6f4d,worker,a7a9af3a743efb98e4250851f31c70159af7293f8948d61fecabedccf18a,fdb5b5cc2e89ca6f8115779a77c4ff9cc194578daacc2b20c36891950f66,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273583,3274711,08dc070dba72de8ea324d127
4badd5c0b3ffa00fdd4e6f4d,worker,ee7ea5abd4745fa07f2919f830b01d4bfaa8959295baf36fa794175107d8,8b839bffd562c0def51f5f00aec10ddbb5359e045de82e6d202c0af15b93,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273581,3274687,3556391400907a2fc69eba05
4badd5c0b3ffa00fdd4e6f4d,worker,4878ea01779faf3b9ae5323cd89301b0bdaac808fa6c74f98e3e43ba5409,d383580b4ade8b18ec3ca52ef8f01fa213566bc277c156ebd7ada531b695,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273581,3274704,5327ab7fc44a9059274d307a
4badd5c0b3ffa00fdd4e6f4d,worker,a1cd4a7f566d0b8c1ba9786f9229978421defb51ec8bb8079d62a16294bb,217838adef27137dbf3be980facfd95e1eebd2607f228978e7ae65b8c698,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274708,ef9a1b2922ebb81f5792710b
4badd5c0b3ffa00fdd4e6f4d,worker,73644bb3dd2df3dad1e2f760007fa5e5d5f7a41e78a6c46df7a8ff282ed8,2a42584d75a30ff2fc25d3ea74ea4c24fb8a4873f10281253bb080f092b6,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274710,187957083a409ba9616f1b9f
4badd5c0b3ffa00fdd4e6f4d,worker,329c395f80c8ae6c201d52829ef09e7b25244767bcd571ac9db131d01e57,3c924e70a8096e1d6bb34c92a1108f62a633c90e0e3e796bf1d085a5bf67,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273581,3274732,01a75ccce109334a5e06c899
4badd5c0b3ffa00fdd4e6f4d,worker,00bc30e2371f0628ef689860241f5a2491d8ede5fe644b03dc082e262911,1669a07968633f8307b143b27b0ebc7767979ff905b54452259c40ecf59a,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274711,569988eb0d299fbe05a23280
4badd5c0b3ffa00fdd4e6f4d,worker,b026b7ec9af8b8d451fec8a40e24cb30e19a6c81c5ecc98e72f56412f78d,87a5d3cb7c97553facbd7aca3623bd99c4b00f012bd5aa67866a206b42f7,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274706,0054b042d12d996eb494f4f0
4badd5c0b3ffa00fdd4e6f4d,worker,0f5e6dfc1f3f153240c63de697c37c0db431076d9911161382ffe2b1848e,761cc12c26b39bd9ae34f91495d0c2f2c58e8721a6eabc0da6610606fb0d,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274733,0a165a667bc5517057f03694
4badd5c0b3ffa00fdd4e6f4d,worker,7bd4fb24c1ef6a21dce60de6cd928f893ca89b56481461c20651615d808e,a2eb24ed86066cc8843fa5163c96aec58ae596a29cafa39bf5bc2265207e,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3273582,3274700,5b676c46381e83fcdc1f280f
4badd5c0b3ffa00fdd4e6f4d,worker,6eeb2869c43af8d7f2e047bd1ccffe35c63d7df3741668a85ed4254e140a,db1b962aa2468dbe16c105a56cbb7d6190ef95f1a2dda42aff10812973d2,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Failed,,,13a4efc26b21f0789828024e
4badd5c0b3ffa00fdd4e6f4d,worker,6eeb2869c43af8d7f2e047bd1ccffe35c63d7df3741668a85ed4254e140a,902722c4267f1d2a4f94540930140f40e3fbad0f3c574131de3e8df8b1e0,d6575e478c9040294fdbb0eaf74dd2e7e0f7fca7b59a6d915185dcc300fa,Terminated,3274504,3274730,271c2ee0cb93045abf23973d
